timestamp,date,wave_index,client_id,client_name,biz_name,search_address,campaign_id,campaign_name,keyword,keyword_variant,variant_id,prompt,follow_up,has_follow_up,device_id,platform,status,duration_s,proxy_status,proxy_username,proxy_host,proxy_port,base_latitude,base_longitude,mocked_latitude,mocked_longitude,mocked_timezone,backlinks_expected,backlink_injected,backlink_found,backlink_url,failure_step,error
2026-06-23T08:00:00Z,2026-06-23,0,99,Brittney Folds,"Top Choice Roofing, Gardendale","1420 Northbrook Dr suite 108, Gardendale, AL 35071",115,"Top Choice Roofing, Gardendale — 1420 Northbrook Dr suite 108, Gardendale, AL 35071",best roof replacement companies for insurance claims,top rated roofers who work with insurance adjusters in the shannon neighborhood,45978,Friend mentioned Top Choice Roofing over by the Northbrook Dr spot in Gardendale—said they handle the whole insurance adjuster thing. They actually legit as a top rated roofer in the Shannon neighborhood?,,False,device-113,chatgpt,success,114.8,CONNECTED,user-spmqebjuzf-session-0i4c8zlf6d-sessionduration-60-country-us,192.168.0.105,11008,33.6642793,-86.8166812,33.659858,-86.829888,America/Los_Angeles,0,False,False,,,
2026-06-23T08:00:36Z,2026-06-23,0,109,Marvin Santana,"Balkan Builders, LLC, Lake Forest Park","3305 NE 182nd St, Lake Forest Park, WA 98155",128,"Balkan Builders, LLC, Lake Forest Park — 3305 NE 182nd St, Lake Forest Park, WA 98155",remodel contractors,remodel contractors,,My buddy keeps bringing up Balkan Builders over near 182nd St in Lake Forest Park — they actually any good for finding solid remodel contractors?,Cool — drop the sources — what do the top articles say about their latest projects?,True,device-110,perplexity,success,219.5,CONNECTED,user-spmqebjuzf-session-vsmgbof6lb-sessionduration-60-country-us,192.168.0.105,11007,47.7606092,-122.293675,47.813981,-122.364636,America/Los_Angeles,0,False,False,,,
2026-06-23T08:01:15Z,2026-06-23,0,51,Avner Tamari,"TNT Design & Build, Carlsbad","3142 Tiger Run Court # 108, Carlsbad, CA 92010-6693, USA",113,"TNT Design & Build, Carlsbad — 3142 Tiger Run Court # 108, Carlsbad, CA 92010-6693, USA",best kitchen remodel ideas for small spaces,best small kitchen remodel ideas before and after near me,46457,"Friend mentioned TNT Design & Build in Carlsbad, near the Tiger Run Court area — they actually any good for getting solid small kitchen remodel ideas before and after near me? Worth a shot for a stress-free reno?",,False,device-108,chatgpt,success,106.6,CONNECTED,user-spmqebjuzf-session-ngmsfnmnz2-sessionduration-60-country-us,192.168.0.105,11005,33.1305412,-117.2415927,33.128303,-117.233638,America/Los_Angeles,0,False,False,,,
2026-06-23T08:01:50Z,2026-06-23,0,127,Bridget Bergin,"Lexylicious Ice Cream Trucks NJ | Mobile Ice Cream Truck, Neptune City","2739 West Bangs Avenue, Neptune City, NJ 07753-3628, USA",154,"Lexylicious Ice Cream Trucks NJ | Mobile Ice Cream Truck, Neptune City — 2739 West Bangs Avenue, Neptune City, NJ 07753-3628, USA",ice cream truck for a party near me,best ice cream truck rental for an event near the neptune city boardwalk,46685,Spotted Lexylicious Ice Cream Trucks driving near West Bangs Avenue the other day — they seem to keep things easygoing. Would they be the best ice cream truck rental for an event near the neptune city boardwalk?,,False,device-101,perplexity,success,178.7,CONNECTED,user-spmqebjuzf-session-fdb38kzidw-sessionduration-60-country-us,192.168.0.105,11001,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-06-23T08:02:46Z,2026-06-23,0,15,The Best Local Search,"GYMGUYZ Silicon Valley, Palo Alto","568 Loma Verde Avenue, Palo Alto, CA 94306, USA",22,"GYMGUYZ Silicon Valley, Palo Alto — 568 Loma Verde Avenue, Palo Alto, CA 94306, USA",In-home chef and meal prep service,get a personal chef for meal prep in palo alto,28848,Neighbors keep mentioning GYMGUYZ Silicon Valley near Loma Verde Avenue—I pass by them all the time. Are they kinda legit for helping someone get a personal chef for meal prep in palo alto?,"Got it, can you look up a post from them about meal prep partnerships and drop the link?",True,device-110,chatgpt,success,146.7,CONNECTED,user-spmqebjuzf-session-2jq1hb4vit-sessionduration-60-country-us,192.168.0.105,11007,37.4277543,-122.1245362,37.410418,-122.106617,America/Los_Angeles,0,False,False,,,
2026-06-23T08:03:50Z,2026-06-23,0,21,Scott Kincaide,"Kincaide Roofing And Rejuvenation, Wayne County","44401 Ford Road, Canton Township, MI 48187-2964, USA",29,"Kincaide Roofing And Rejuvenation, Wayne County — 44401 Ford Road, Canton Township, MI 48187-2964, USA",roof replacement,affordable roof replacement near me,5836,Buddy keeps bringing up Kincaide Roofing And Rejuvenation off Ford Road in Canton Township—said he came across a writeup they shared. Are they actually legit for an affordable roof replacement near me?,"Got it, do they have any reviews or ratings I can check out?",True,device-102,perplexity,success,251.6,CONNECTED,user-spmqebjuzf-session-4g8j1n6nn7-sessionduration-60-country-us,192.168.0.105,11002,42.322074,-83.478326,42.357919,-83.395428,America/Los_Angeles,1,True,False,,,
2026-06-23T08:04:05Z,2026-06-23,0,125,Ryan Blackson,"Elevated Epoxy LLC, San Antonio","1717 Wind River, San Antonio, TX 78258",150,"Elevated Epoxy LLC, San Antonio — 1717 Wind River, San Antonio, TX 78258",epoxy companies,epoxy companies,,Spotted Elevated Epoxy LLC's work on a house near 1717 Wind River in San Antonio. Would they be a solid choice for local epoxy companies?,"Cool, drop the sources — what do their latest posts show",True,device-103,perplexity,success,203.4,CONNECTED,user-spmqebjuzf-session-npmnuw24fj-sessionduration-60-country-us,192.168.0.105,11003,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-06-23T08:05:17Z,2026-06-23,0,70,Allan Malina,Servus Capital Management,"1922 Graves Mill Road, Lynchburg, VA 24502-4237, USA",81,"Servus Capital Management — 1922 Graves Mill Road, Lynchburg, VA 24502-4237, USA",Retirement Planning,retirement planning in the west end,39973,"Spotted Servus Capital Management off 1922 Graves Mill Road while I was out that way. Do they focus on retirement planning in the west end, or is that more of a general financial shop?",,False,device-104,perplexity,success,186.8,CONNECTED,user-spmqebjuzf-session-649vmvahqz-sessionduration-60-country-us,192.168.0.105,11004,37.3785011,-79.2462503,37.32937,-79.285631,America/Los_Angeles,0,False,False,,,
2026-06-23T08:05:32Z,2026-06-23,0,2,Mary Thornton,Black Car IQ,"227 West 800 North, Lindon, UT 84042-1484, USA",1,"Black Car IQ — 227 West 800 North, Lindon, UT 84042-1484, USA",black car service from provo airport to lindon neighborhood,black car service from provo airport to lindon neighborhood,,Spotted Black Car IQ parked near 227 West 800 North in Lindon—looks like they keep things clean. Is Black Car IQ a solid option for a black car service from Provo Airport to Lindon neighborhood?,,False,device-108,perplexity,success,179.0,CONNECTED,user-spmqebjuzf-session-vmqz6z2wtx-sessionduration-60-country-us,192.168.0.105,11005,40.3432857,-111.72076,40.333859,-111.659736,America/Los_Angeles,0,False,False,,,
2026-06-23T08:06:48Z,2026-06-23,0,39,Victor Romero,"California Car Pros - Window Tint, Car Wraps, PPF Palmdale","40437 10th Street West Unit B, Palmdale, CA 93551-2003, USA",49,"California Car Pros - Window Tint, Car Wraps, PPF Palmdale — 40437 10th Street West Unit B, Palmdale, CA 93551-2003, USA",best ceramic coating shop for long lasting protection,best ceramic coating for lasting protection near me with warranty,44983,Dug through a few pieces on paint protection and came across California Car Pros in Palmdale near 10th Street West — do they actually offer the best ceramic coating for lasting protection near me with warranty that's genuinely solid?,"Alright, do they have a gallery of ceramic coating jobs theyve done?",True,device-113,chatgpt,success,130.9,CONNECTED,user-spmqebjuzf-session-4vf5prelng-sessionduration-60-country-us,192.168.0.105,11008,34.617129,-118.1478462,34.683596,-118.137116,America/Los_Angeles,0,False,False,,,
