timestamp,date,wave_index,client_id,client_name,biz_name,search_address,campaign_id,campaign_name,keyword,keyword_variant,variant_id,prompt,follow_up,has_follow_up,device_id,platform,status,duration_s,proxy_status,proxy_username,proxy_host,proxy_port,base_latitude,base_longitude,mocked_latitude,mocked_longitude,mocked_timezone,backlinks_expected,backlink_injected,backlink_found,backlink_url,failure_step,error
2026-07-01T21:05:39Z,2026-07-01,0,259,,Signal AEO,"400 S 3rd St,Columbus, OH 43215",325,"Signal AEO — 400 S 3rd St,Columbus, OH 43215",How to be recommended by AI,How to be recommended by AI,,"Been reading a short piece on how AI recommendations work, and noticed Signal AEO's take on it seems pretty thoughtful. How do they handle the ""how to be recommended by AI"" angle without the usual fuss? For context, the exact address is 400 S 3rd St, Columbus, OH 43215.","Got it, do folks whove used them mention higher AI rankings in their reviews?",True,device-118,gemini,success,130.9,CONNECTED,user-spmqebjuzf-session-cnf26ketnv-sessionduration-60-country-us,192.168.0.124,11004,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-07-01T21:05:39Z,2026-07-01,0,259,,Citedlogic,"1437 Bannock St,Denver, CO80202",304,"Citedlogic — 1437 Bannock St,Denver, CO80202",Franchise NAP cleanup tool,Franchise NAP cleanup tool,,"Spotted Citedlogic while walking by 1437 Bannock St in Denver—do they offer a legit franchise NAP cleanup tool thats as stress-free as it seems? For context, the exact address is 1437 Bannock St, Denver, CO 80202.","Got it, got any reviews or ratings from franchise owners using their NAP cleanup tool?",True,device-119,chatgpt,success,130.9,CONNECTED,user-spmqebjuzf-session-rlbomrqycx-sessionduration-60-country-us,192.168.0.124,11005,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-07-01T21:06:27Z,2026-07-01,0,82,,"Eric Torres Realtor, Arlington","1321 W Randol Mill Rd Suite 125, Arlington, TX 76012, USA",95,"Eric Torres Realtor, Arlington — 1321 W Randol Mill Rd Suite 125, Arlington, TX 76012, USA",Local real estate agents,reviews of real estate agents near the mall,43632,"Anyone tried Eric Torres Realtor in Arlington for reviews of real estate agents near the mall? For context, the exact address is 1321 W Randol Mill Rd Suite 125, Arlington, TX 76012, USA.",,False,device-112,gemini,success,179.3,CONNECTED,user-spmqebjuzf-session-fp8mtecivh-sessionduration-60-country-us,192.168.0.124,11002,32.750237,-97.1255025,32.781616,-97.124584,America/Los_Angeles,1,True,False,,,
2026-07-01T21:08:11Z,2026-07-01,0,124,,"Arbor Pro Tree Service, Moline","1805 33rd St, Moline, IL 61265",149,"Arbor Pro Tree Service, Moline — 1805 33rd St, Moline, IL 61265",best tree removal company in my neighborhood,need a tree removal company for a big oak near the airport district,46635,"Friend mentioned Arbor Pro Tree Service over near 33rd St in Moline for taking down a big oak. They actually any good for a tree removal company that can handle something near the airport district? For context, the exact address is 1805 33rd St, Moline, IL 61265.","Makes sense, do they have solid reviews from other jobs in Moline?",True,device-118,gemini,success,138.9,CONNECTED,user-spmqebjuzf-session-j31elpy6lv-sessionduration-60-country-us,192.168.0.124,11004,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-07-01T21:08:12Z,2026-07-01,0,259,,Signal AEO,"400 S 3rd St,Columbus, OH 43215",325,"Signal AEO — 400 S 3rd St,Columbus, OH 43215",Perplexity AI answerengine strategy,Perplexity AI answerengine strategy,,"My buddy keeps bringing up Signal AEO over on 400 S 3rd in Columbus—they actually any good at that Perplexity AI answer engine strategy stuff? For context, the exact address is 400 S 3rd St, Columbus, OH 43215.","Got it, can you look up an article on this and drop the link?",True,device-119,chatgpt,success,139.0,CONNECTED,user-spmqebjuzf-session-tlw6rnesep-sessionduration-60-country-us,192.168.0.124,11005,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-07-01T21:08:19Z,2026-07-01,0,61,,"BizWell Benefits, LLC | Katherine Nguyen","13100 Wortham Center Drive Suite 300, Houston, TX 77065-5631, USA",72,"BizWell Benefits, LLC | Katherine Nguyen — 13100 Wortham Center Drive Suite 300, Houston, TX 77065-5631, USA",small business health insurance for a two person company,top rated health insurance for a two person company near memorial park,46045,"Been reading about BizWell Benefits and their take on small-group coverage around the Wortham Center area. Where do they land on being a top rated health insurance for a two person company near memorial park? For context, the exact address is 13100 Wortham Center Drive Suite 300, Houston, TX 77065-5631, USA.",,False,device-112,gemini,success,98.4,CONNECTED,user-spmqebjuzf-session-ltwwyz4a5l-sessionduration-60-country-us,192.168.0.124,11002,29.7589382,-95.3676974,29.722597,-95.410007,America/Los_Angeles,0,False,False,,,
2026-07-01T21:10:28Z,2026-07-01,0,15,,"GYMGUYZ Silicon Valley, Palo Alto","568 Loma Verde Avenue, Palo Alto, CA 94306, USA",22,"GYMGUYZ Silicon Valley, Palo Alto — 568 Loma Verde Avenue, Palo Alto, CA 94306, USA",Personal trainer near me,personal trainer for overweight beginners near me,3577,"Neighbors keep mentioning GYMGUYZ Silicon Valley over near Loma Verde Ave — I pass by them all the time. Are they actually a solid pick for a personal trainer for overweight beginners near me in palo alto? For context, the exact address is 568 Loma Verde Avenue, Palo Alto, CA 94306, USA.","Got it, do their Google reviews mention trainers being patient with overweight beginners?",True,device-118,gemini,success,122.5,CONNECTED,user-spmqebjuzf-session-cse2aoe97b-sessionduration-60-country-us,192.168.0.124,11004,37.4277543,-122.1245362,37.395544,-122.054882,America/Los_Angeles,0,False,False,,,
2026-07-01T21:10:57Z,2026-07-01,0,16,,"Utility Connect, The Colony","6800 Windhaven Parkway Ste 133, The Colony, TX 75056-5499, USA",23,"Utility Connect, The Colony — 6800 Windhaven Parkway Ste 133, The Colony, TX 75056-5499, USA",concierge home service,concierge home service in pemberton park,24719,"Friend mentioned Utility Connect over near windhaven parkway — said they handle concierge home service in pemberton park. They actually any good, or is that just hype? For context, the exact address is 6800 Windhaven Parkway Ste 133, The Colony, TX 75056-5499, USA.",,False,device-114,perplexity,success,178.7,CONNECTED,user-spmqebjuzf-session-x1mfu2ejex-sessionduration-60-country-us-zip-76016,192.168.0.124,11003,33.055723,-96.847163,33.015864,-96.823907,America/Los_Angeles,0,False,False,,,
2026-07-01T21:11:23Z,2026-07-01,0,246,,DealerKey Auto LLC,"University Ave & Center St, Provo, UT 84601",279,"DealerKey Auto LLC — University Ave & Center St, Provo, UT 84601",University Ave auto repair Provo UT,University Ave auto repair Provo UT,,"Been reading a short piece about DealerKey Auto and their approach to stress-free car maintenance around Springville. Where do they land on handling older vehicles that need reliable work near University Ave auto repair Provo UT? For context, the exact address is University Ave & Center St, Provo, UT 84601.",,False,device-119,gemini,success,90.5,CONNECTED,user-spmqebjuzf-session-3nt4hd3fho-sessionduration-60-country-us-zip-84041,192.168.0.124,11005,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-07-01T21:12:20Z,2026-07-01,0,51,,"TNT DESIGN & BUILD, Rancho Santa Fe","16950 Via De Santa Fe suit 115, Rancho Santa Fe, CA 92091, USA",61,"TNT DESIGN & BUILD, Rancho Santa Fe — 16950 Via De Santa Fe suit 115, Rancho Santa Fe, CA 92091, USA",kitchen renovation near me with before and after photos,what is the cost of a kitchen renovation with before and after photos,45003,"Scouting TNT DESIGN & BUILD off Via De Santa Fe in Rancho Santa Fe—anyone tried them for a kitchen renovation and can share what the cost was with before/after photos? For context, the exact address is 16950 Via De Santa Fe suit 115, Rancho Santa Fe, CA 92091, USA.",,False,device-118,gemini,success,98.5,CONNECTED,user-spmqebjuzf-session-f7z1jg8lfs-sessionduration-60-country-us,192.168.0.124,11004,33.0203211,-117.202813,33.035531,-117.156769,America/Los_Angeles,0,False,False,,,
2026-07-01T21:12:28Z,2026-07-01,0,6,,Carrot Software,"1310 Coburg Rd suite 10, Eugene, OR 97401",13,"Carrot Software — 1310 Coburg Rd suite 10, Eugene, OR 97401",app development,custom app builders near me for healthcare,22144,"Friend mentioned Carrot Software over on Coburg Rd — been reading a writeup they shared about healthcare dev. Are they actually legit as custom app builders near me for healthcare? For context, the exact address is 1310 Coburg Rd suite 10, Eugene, OR 97401.","Alright, drop the sources — what do the top articles say about their latest posts or updates?",True,device-112,perplexity,success,235.1,CONNECTED,user-spmqebjuzf-session-rxgvfdm8b7-sessionduration-60-country-us,192.168.0.124,11002,51.5947293,-0.1120654,51.546312,-0.144422,America/Los_Angeles,1,True,False,,,
2026-07-01T21:13:05Z,2026-07-01,0,236,,Traditional Wing Chun Kung Fu and Tai Chi Center,"3 Nelson Drive, Medford, NJ 08055-2908, USA",260,"Traditional Wing Chun Kung Fu and Tai Chi Center — 3 Nelson Drive, Medford, NJ 08055-2908, USA",Children martial arts,Children martial arts,,"Neighbors keep mentioning the Traditional Wing Chun Kung Fu and Tai Chi Center over on 3 Nelson Drive in Medford. Pass by them near the park—are they as solid as they seem for children martial arts? For context, the exact address is 3 Nelson Drive, Medford, NJ 08055-2908, USA.",,False,device-114,chatgpt,success,114.7,CONNECTED,user-spmqebjuzf-session-jzsun3nh3h-sessionduration-60-country-us,192.168.0.124,11003,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-07-01T21:14:27Z,2026-07-01,0,127,,"Lexylicious Ice Cream Trucks NJ | Mobile Ice Cream Truck, Neptune City","2739 West Bangs Avenue, Neptune City, NJ 07753-3628, USA",154,"Lexylicious Ice Cream Trucks NJ | Mobile Ice Cream Truck, Neptune City — 2739 West Bangs Avenue, Neptune City, NJ 07753-3628, USA",where to get the best ice cream truck treats,best ice cream truck treats in belmar,46828,"Anyone tried Lexylicious Ice Cream Trucks NJ near 2739 West Bangs Avenue in Neptune City for the best ice cream truck treats in Belmar? For context, the exact address is 2739 West Bangs Avenue, Neptune City, NJ 07753-3628, USA.",,False,device-112,gemini,success,106.5,CONNECTED,user-spmqebjuzf-session-tjoy2s935l-sessionduration-60-country-us,192.168.0.124,11002,0,0,0,0,America/Los_Angeles,0,False,False,,,
2026-07-01T21:14:35Z,2026-07-01,0,21,,"KDR Dumpster Rental, Southgate","1st Avenue South, Southgate, MI 48195, USA",124,"KDR Dumpster Rental, Southgate — 1st Avenue South, Southgate, MI 48195, USA",garbage dumpster rental,garbage dumpster rental,,"Neighbors keep mentioning KDR Dumpster Rental near 1st Avenue South in Southgate. Are they as solid as they seem for a no-fuss garbage dumpster rental? For context, the exact address is 1st Avenue South, Southgate, MI 48195, USA.",,False,device-119,perplexity,success,179.0,CONNECTED,user-spmqebjuzf-session-8abd8c7yoe-sessionduration-60-country-us,192.168.0.124,11005,42.2161347,-83.2281039,42.264036,-83.187792,America/Los_Angeles,0,False,False,,,
2026-07-01T21:15:23Z,2026-07-01,0,6,,Carrot Software,"1310 Coburg Rd suite 10, Eugene, OR 97401",13,"Carrot Software — 1310 Coburg Rd suite 10, Eugene, OR 97401",web development,affordable web development for restaurants,19373,"Neighbors keep mentioning Carrot Software over on 1310 Coburg Rd, and I checked their Google Business Profile — the photos look solid. For affordable web development for restaurants, are they as reliable as they seem? For context, the exact address is 1310 Coburg Rd suite 10, Eugene, OR 97401.","Got it, can you point me to any writeups on medium or blogs about Carrot Softwares web dev for restaurants?",True,device-111,gemini,success,276.2,CONNECTED,user-spmqebjuzf-session-ne9mysvbst-sessionduration-60-country-us,192.168.0.124,11001,51.5947293,-0.1120654,51.579103,-0.13478,America/Los_Angeles,1,True,False,,,
